Employee #,Date,Time-in,Time-out,
10020,11/22/2022,8:00,17:00,
10021,11/22/2022,13:00,17:00,
10022,11/22/2022,8:00,17:00,
10023,11/22/2022,8:00,17:00,
10024,11/22/2022,8:00,17:00,
10025,11/22/2022,8:00,17:00,
10001,11/23/2022,8:00,17:00,
10002,11/23/2022,8:00,17:00,
10003,11/23/2022,11:30,17:00,
10004,11/23/2022,8:00,17:00,
10005,11/23/2022,8:00,17:00,
10006,11/23/2022,8:00,17:00,
10007,11/23/2022,8:00,17:00,
10008,11/23/2022,8:10,17:00,
10009,11/23/2022,8:00,17:00,
10010,11/23/2022,8:00,17:00,
10011,11/23/2022,8:00,17:00,
10012,11/23/2022,8:00,17:00,
10013,11/23/2022,8:00,17:00,
10014,11/23/2022,8:00,17:00,
10015,11/23/2022,8:00,17:00,
10016,11/23/2022,8:00,17:00,
10017,11/23/2022,8:05,17:00,
10018,11/23/2022,8:00,17:00,
10019,11/23/2022,8:00,17:00,
10020,11/23/2022,8:00,17:00,
10021,11/23/2022,8:00,17:00,
10022,11/23/2022,8:00,17:00,
10023,11/23/2022,9:00,17:00,
10024,11/23/2022,8:00,17:00,
10025,11/23/2022,8:00,17:00,
10001,11/24/2022,8:00,17:00,
10002,11/24/2022,8:00,17:00,
10003,11/24/2022,8:00,17:00,
10004,11/24/2022,8:00,17:00,
10005,11/24/2022,8:00,17:00,
10006,11/24/2022,8:00,17:00,
10007,11/24/2022,8:00,17:00,
10008,11/24/2022,8:00,17:00,
10009,11/24/2022,8:00,17:00,
10010,11/24/2022,8:00,17:00,
10011,11/24/2022,8:00,17:00,
10012,11/24/2022,8:00,17:00,
10013,11/24/2022,8:00,17:00,
10014,11/24/2022,8:00,17:00,
10015,11/24/2022,8:00,17:00,
10016,11/24/2022,8:00,17:00,
10017,11/24/2022,8:00,17:00,
10018,11/24/2022,8:00,17:00,
10019,11/24/2022,8:00,17:00,
10020,11/24/2022,8:00,17:00,
10021,11/24/2022,8:00,17:00,
10022,11/24/2022,8:00,17:00,
10023,11/24/2022,8:00,17:00,
10024,11/24/2022,8:00,17:00,
10025,11/24/2022,8:00,17:00,
10001,11/25/2022,8:00,17:00,
10002,11/25/2022,8:00,17:00,
10003,11/25/2022,8:00,17:00,
10004,11/25/2022,8:00,17:00,
10005,11/25/2022,8:00,17:00,
10006,11/25/2022,8:00,17:00,
10007,11/25/2022,8:00,17:00,
10008,11/25/2022,8:00,17:00,
10009,11/25/2022,8:00,17:00,
10010,11/25/2022,8:00,17:00,
10011,11/25/2022,8:00,17:00,
10012,11/25/2022,8:00,17:00,
10013,11/25/2022,10:00,17:00,
10014,11/25/2022,10:00,17:00,
10015,11/25/2022,10:00,17:00,
10016,11/25/2022,10:00,17:00,
10017,11/25/2022,10:00,17:00,
10018,11/25/2022,10:00,17:00,
10019,11/25/2022,10:00,17:00,
10020,11/25/2022,10:00,17:00,
10021,11/25/2022,10:00,17:00,
10022,11/25/2022,10:00,17:00,
10023,11/25/2022,10:00,17:00,
10024,11/25/2022,10:00,17:00,
10025,11/25/2022,10:00,17:00,
10001,11/28/2022,8:00,17:00,
10002,11/28/2022,8:00,17:00,
10003,11/28/2022,8:00,17:00,
10004,11/28/2022,8:00,17:00,
10005,11/28/2022,8:00,17:00,
10006,11/28/2022,8:00,17:00,
10007,11/28/2022,8:00,17:00,
10008,11/28/2022,8:00,17:00,
10009,11/28/2022,8:00,17:00,
10010,11/28/2022,8:00,17:00,
10011,11/28/2022,8:00,17:00,
10012,11/28/2022,8:00,17:00,
10013,11/28/2022,8:00,17:00,
10014,11/28/2022,8:00,17:00,
10015,11/28/2022,8:00,17:00,
10016,11/28/2022,8:00,17:00,
10017,11/28/2022,8:00,17:00,
10018,11/28/2022,8:00,17:00,
10019,11/28/2022,8:00,17:00,
10020,11/28/2022,8:00,17:00,
10021,11/28/2022,8:00,17:00,
10022,11/28/2022,8:00,17:00,
10023,11/28/2022,8:00,17:00,
10024,11/28/2022,8:00,17:00,
10025,11/28/2022,8:00,17:00,
10001,11/29/2022,8:00,17:00,
10002,11/29/2022,8:00,17:00,
10003,11/29/2022,8:00,17:00,
10004,11/29/2022,8:00,17:00,
10005,11/29/2022,8:00,17:00,
10006,11/29/2022,8:00,17:00,
10007,11/29/2022,8:27,17:00,
10008,11/29/2022,8:01,17:00,
10009,11/29/2022,8:05,17:00,
10010,11/29/2022,8:00,17:00,
10011,11/29/2022,8:00,17:00,
10012,11/29/2022,8:00,17:00,
10013,11/29/2022,8:00,17:00,
10014,11/29/2022,8:00,17:00,
10015,11/29/2022,8:00,17:00,
10016,11/29/2022,8:28,17:00,
10017,11/29/2022,8:00,17:00,
10018,11/29/2022,8:00,17:00,
10019,11/29/2022,8:00,17:00,
10020,11/29/2022,8:00,17:00,
10021,11/29/2022,8:11,17:00,
10022,11/29/2022,8:00,17:00,
10023,11/29/2022,8:00,17:00,
10024,11/29/2022,8:21,17:00,
10025,11/29/2022,8:00,17:00,
10001,11/30/2022,0:00,0:00,
10002,11/30/2022,0:00,0:00,
10003,11/30/2022,0:00,0:00,
10004,11/30/2022,0:00,0:00,
10005,11/30/2022,0:00,0:00,
10006,11/30/2022,0:00,0:00,
10007,11/30/2022,0:00,0:00,
10008,11/30/2022,0:00,0:00,
10009,11/30/2022,0:00,0:00,
10010,11/30/2022,0:00,0:00,
10011,11/30/2022,0:00,0:00,
10012,11/30/2022,0:00,0:00,
10013,11/30/2022,0:00,0:00,
10014,11/30/2022,0:00,0:00,
10015,11/30/2022,0:00,0:00,
10016,11/30/2022,0:00,0:00,
10017,11/30/2022,0:00,0:00,
10018,11/30/2022,0:00,0:00,
10019,11/30/2022,0:00,0:00,
10020,11/30/2022,0:00,0:00,
10021,11/30/2022,0:00,0:00,
10022,11/30/2022,0:00,0:00,
10023,11/30/2022,0:00,0:00,
10024,11/30/2022,0:00,0:00,
10025,11/30/2022,0:00,0:00,
10001,01/12/2022,8:00,17:00,
10002,01/12/2022,8:00,17:00,
10003,01/12/2022,8:00,17:00,
10004,01/12/2022,8:00,17:00,
10005,01/12/2022,8:15,17:00,
10006,01/12/2022,8:00,17:00,
10007,01/12/2022,8:00,17:00,
10008,01/12/2022,8:00,17:00,
10009,01/12/2022,8:00,17:00,
10010,01/12/2022,8:00,17:00,
10011,01/12/2022,10:30,17:00,
10012,01/12/2022,8:00,17:00,
10013,01/12/2022,8:00,17:00,
10014,01/12/2022,8:00,17:00,
10015,01/12/2022,8:00,17:00,
10016,01/12/2022,8:00,17:00,
10017,01/12/2022,8:00,17:00,
10018,01/12/2022,8:00,17:00,
10019,01/12/2022,8:00,17:00,
10020,01/12/2022,8:00,17:00,
10021,01/12/2022,13:00,17:00,
10022,01/12/2022,8:00,17:00,
10023,01/12/2022,8:00,17:00,
10024,01/12/2022,8:00,17:00,
10025,01/12/2022,8:00,17:00,
10001,02/12/2022,8:00,17:00,
10002,02/12/2022,8:00,17:00,
10003,02/12/2022,11:30,17:00,
10004,02/12/2022,8:00,17:00,
10005,02/12/2022,8:00,17:00,
10006,02/12/2022,8:00,17:00,
10007,02/12/2022,8:00,17:00,
10008,02/12/2022,8:10,17:00,
10009,02/12/2022,8:00,17:00,
10010,02/12/2022,8:00,17:00,
10011,02/12/2022,8:00,17:00,
10012,02/12/2022,8:00,17:00,
10013,02/12/2022,8:00,17:00,
10014,02/12/2022,8:00,17:00,
10015,02/12/2022,8:00,17:00,
10016,02/12/2022,8:00,17:00,
10017,02/12/2022,8:05,17:00,
10018,02/12/2022,8:00,17:00,
10019,02/12/2022,8:00,17:00,
10020,02/12/2022,8:00,17:00,
10021,02/12/2022,8:00,17:00,
10022,02/12/2022,8:00,17:00,
10023,02/12/2022,9:00,17:00,
10024,02/12/2022,8:00,17:00,
10025,02/12/2022,8:00,17:00,
10001,05/12/2022,8:00,17:00,
10002,05/12/2022,8:00,17:00,
10003,05/12/2022,8:00,17:00,
10004,05/12/2022,8:00,17:00,
10005,05/12/2022,8:00,17:00,
10006,05/12/2022,8:00,17:00,
10007,05/12/2022,8:00,17:00,
10008,05/12/2022,8:00,17:00,
10009,05/12/2022,8:00,17:00,
10010,05/12/2022,8:00,17:00,
10011,05/12/2022,8:00,17:00,
10012,05/12/2022,8:00,17:00,
10013,05/12/2022,8:00,17:00,
10014,05/12/2022,8:00,17:00,
10015,05/12/2022,8:00,17:00,
10016,05/12/2022,8:00,17:00,
10017,05/12/2022,8:00,17:00,
10018,05/12/2022,8:00,17:00,
10019,05/12/2022,8:00,17:00,
10020,05/12/2022,8:00,17:00,
10021,05/12/2022,8:00,17:00,
10022,05/12/2022,8:00,17:00,
10023,05/12/2022,8:00,17:00,
10024,05/12/2022,8:00,17:00,
10025,05/12/2022,8:00,17:00,
10001,06/12/2022,8:00,17:00,
10002,06/12/2022,8:00,17:00,
10003,06/12/2022,8:00,17:00,
10004,06/12/2022,8:00,17:00,
10005,06/12/2022,8:00,17:00,
10006,06/12/2022,8:00,17:00,
10007,06/12/2022,8:00,17:00,
10008,06/12/2022,8:00,17:00,
10009,06/12/2022,8:00,17:00,
10010,06/12/2022,8:00,17:00,
10011,06/12/2022,8:00,17:00,
10012,06/12/2022,8:00,17:00,
10013,06/12/2022,10:00,17:00,
10014,06/12/2022,10:00,17:00,
10015,06/12/2022,10:00,17:00,
10016,06/12/2022,10:00,17:00,
10017,06/12/2022,10:00,17:00,
10018,06/12/2022,10:00,17:00,
10019,06/12/2022,10:00,17:00,
10020,06/12/2022,10:00,17:00,
10021,06/12/2022,10:00,17:00,
10022,06/12/2022,10:00,17:00,
10023,06/12/2022,10:00,17:00,
10024,06/12/2022,10:00,17:00,
10025,06/12/2022,10:00,17:00,
10001,07/12/2022,8:00,17:00,
10002,07/12/2022,8:00,17:00,
10003,07/12/2022,8:00,17:00,
10004,07/12/2022,8:00,17:00,
10005,07/12/2022,8:00,17:00,
10006,07/12/2022,8:00,17:00,
10007,07/12/2022,8:00,17:00,
10008,07/12/2022,8:00,17:00,
10009,07/12/2022,8:00,17:00,
10010,07/12/2022,8:00,17:00,
10011,07/12/2022,8:00,17:00,
10012,07/12/2022,8:00,17:00,
10013,07/12/2022,8:00,17:00,
10014,07/12/2022,8:00,17:00,
10015,07/12/2022,8:00,17:00,
10016,07/12/2022,8:00,17:00,
10017,07/12/2022,8:00,17:00,
10018,07/12/2022,8:00,17:00,
10019,07/12/2022,8:00,17:00,
10020,07/12/2022,8:00,17:00,
10021,07/12/2022,8:00,17:00,
10022,07/12/2022,8:00,17:00,
10023,07/12/2022,8:00,17:00,
10024,07/12/2022,8:00,17:00,
10025,07/12/2022,8:00,17:00,
10001,08/12/2022,0:00,0:00,
10002,08/12/2022,0:00,0:00,
10003,08/12/2022,0:00,0:00,
10004,08/12/2022,0:00,0:00,
10005,08/12/2022,0:00,0:00,
10006,08/12/2022,0:00,0:00,
10007,08/12/2022,0:00,0:00,
10008,08/12/2022,0:00,0:00,
10009,08/12/2022,0:00,0:00,
10010,08/12/2022,0:00,0:00,
10011,08/12/2022,0:00,0:00,
10012,08/12/2022,0:00,0:00,
10013,08/12/2022,0:00,0:00,
10014,08/12/2022,0:00,0:00,
10015,08/12/2022,0:00,0:00,
10016,08/12/2022,0:00,0:00,
10017,08/12/2022,0:00,0:00,
10018,08/12/2022,0:00,0:00,
10019,08/12/2022,0:00,0:00,
10020,08/12/2022,0:00,0:00,
10021,08/12/2022,0:00,0:00,
10022,08/12/2022,0:00,0:00,
10023,08/12/2022,0:00,0:00,
10024,08/12/2022,0:00,0:00,
10025,08/12/2022,0:00,0:00,
10001,09/12/2022,8:00,17:00,
10002,09/12/2022,8:00,17:00,
10003,09/12/2022,8:00,17:00,
10004,09/12/2022,8:00,17:00,
10005,09/12/2022,8:00,17:00,
10006,09/12/2022,8:00,17:00,
10007,09/12/2022,8:00,17:00,
10008,09/12/2022,8:00,17:00,
10009,09/12/2022,8:00,17:00,
10010,09/12/2022,8:00,17:00,
10011,09/12/2022,8:00,17:00,
10012,09/12/2022,8:00,17:00,
10013,09/12/2022,8:00,17:00,
10014,09/12/2022,8:00,17:00,
10015,09/12/2022,8:00,17:00,
10016,09/12/2022,8:00,17:00,
10017,09/12/2022,8:00,17:00,
10018,09/12/2022,8:00,17:00,
10019,09/12/2022,8:00,17:00,
10020,09/12/2022,8:00,17:00,
10021,09/12/2022,8:00,17:00,
10022,09/12/2022,8:00,17:00,
10023,09/12/2022,8:00,17:00,
10024,09/12/2022,8:00,17:00,
10025,09/12/2022,8:00,17:00,
10001,12/12/2022,8:00,17:00,
10002,12/12/2022,8:00,17:00,
10003,12/12/2022,8:00,17:00,
10004,12/12/2022,8:00,17:00,
10005,12/12/2022,8:15,17:00,
10006,12/12/2022,8:00,17:00,
10007,12/12/2022,8:00,17:00,
10008,12/12/2022,8:00,17:00,
10009,12/12/2022,8:00,17:00,
10010,12/12/2022,8:00,17:00,
10011,12/12/2022,10:30,17:00,
10012,12/12/2022,8:00,17:00,
10013,12/12/2022,8:00,17:00,
10014,12/12/2022,8:00,17:00,
10015,12/12/2022,8:00,17:00,
10016,12/12/2022,8:00,17:00,
10017,12/12/2022,8:00,17:00,
10018,12/12/2022,8:00,17:00,
10019,12/12/2022,8:00,17:00,
10020,12/12/2022,8:00,17:00,
10021,12/12/2022,13:00,17:00,
10022,12/12/2022,8:00,17:00,
10023,12/12/2022,8:00,17:00,
10024,12/12/2022,8:00,17:00,
10025,12/12/2022,8:00,17:00,
10001,12/13/2022,8:00,17:00,
10002,12/13/2022,8:00,17:00,
10003,12/13/2022,11:30,17:00,
10004,12/13/2022,8:00,17:00,
10005,12/13/2022,8:00,17:00,
10006,12/13/2022,8:00,17:00,
10007,12/13/2022,8:00,17:00,
10008,12/13/2022,8:10,17:00,
10009,12/13/2022,8:00,17:00,
10010,12/13/2022,8:00,17:00,
10011,12/13/2022,8:00,17:00,
10012,12/13/2022,8:00,17:00,
10013,12/13/2022,8:00,17:00,
10014,12/13/2022,8:00,17:00,
10015,12/13/2022,8:00,17:00,
10016,12/13/2022,8:00,17:00,
10017,12/13/2022,8:05,17:00,
10018,12/13/2022,8:00,17:00,
10019,12/13/2022,8:00,17:00,
10020,12/13/2022,8:00,17:00,
10021,12/13/2022,8:00,17:00,
10022,12/13/2022,8:00,17:00,
10023,12/13/2022,9:00,17:00,
10024,12/13/2022,8:00,17:00,
10025,12/13/2022,8:00,17:00,
10001,12/14/2022,8:00,17:00,
10002,12/14/2022,8:00,17:00,
10003,12/14/2022,8:00,17:00,
10004,12/14/2022,8:00,17:00,
10005,12/14/2022,8:00,17:00,
10006,12/14/2022,8:00,17:00,
10007,12/14/2022,8:00,17:00,
10008,12/14/2022,8:00,17:00,
10009,12/14/2022,8:00,17:00,
10010,12/14/2022,8:00,17:00,
10011,12/14/2022,8:00,17:00,
10012,12/14/2022,8:00,17:00,
10013,12/14/2022,8:00,17:00,
10014,12/14/2022,8:00,17:00,
10015,12/14/2022,8:00,17:00,
10016,12/14/2022,8:00,17:00,
10017,12/14/2022,8:00,17:00,
10018,12/14/2022,8:00,17:00,
10019,12/14/2022,8:00,17:00,
10020,12/14/2022,8:00,17:00,
10021,12/14/2022,8:00,17:00,
10022,12/14/2022,8:00,17:00,
10023,12/14/2022,8:00,17:00,
10024,12/14/2022,8:00,17:00,
10025,12/14/2022,8:00,17:00,
10001,12/15/2022,8:00,17:00,
10002,12/15/2022,0:00,0:00,
10003,12/15/2022,0:00,0:00,
10004,12/15/2022,0:00,0:00,
10005,12/15/2022,0:00,0:00,
10006,12/15/2022,0:00,0:00,
10007,12/15/2022,8:00,17:00,
10008,12/15/2022,8:00,17:00,
10009,12/15/2022,8:00,17:00,
10010,12/15/2022,8:00,17:00,
10011,12/15/2022,8:00,17:00,
10012,12/15/2022,8:00,17:00,
10013,12/15/2022,10:00,17:00,
10014,12/15/2022,10:00,17:00,
10015,12/15/2022,10:00,17:00,
10016,12/15/2022,10:00,17:00,
10017,12/15/2022,10:00,17:00,
10018,12/15/2022,10:00,17:00,
10019,12/15/2022,10:00,17:00,
10020,12/15/2022,10:00,17:00,
10021,12/15/2022,10:00,17:00,
10022,12/15/2022,10:00,17:00,
10023,12/15/2022,10:00,17:00,
10024,12/15/2022,10:00,17:00,
10025,12/15/2022,10:00,17:00,
10001,12/16/2022,8:00,17:00,
10002,12/16/2022,0:00,0:00,
10003,12/16/2022,0:00,0:00,
10004,12/16/2022,0:00,0:00,
10005,12/16/2022,0:00,0:00,
10006,12/16/2022,0:00,0:00,
10007,12/16/2022,8:00,17:00,
10008,12/16/2022,8:00,17:00,
10009,12/16/2022,8:00,17:00,
10010,12/16/2022,8:00,17:00,
10011,12/16/2022,8:00,17:00,
10012,12/16/2022,8:00,17:00,
10013,12/16/2022,8:00,17:00,
10014,12/16/2022,8:00,17:00,
10015,12/16/2022,8:00,17:00,
10016,12/16/2022,8:00,17:00,
10017,12/16/2022,8:00,17:00,
10018,12/16/2022,8:00,17:00,
10019,12/16/2022,8:00,17:00,
10020,12/16/2022,8:00,17:00,
10021,12/16/2022,8:00,17:00,
10022,12/16/2022,8:00,17:00,
10023,12/16/2022,8:00,17:00,
10024,12/16/2022,8:00,17:00,
10025,12/16/2022,8:00,17:00,
10001,12/19/2022,8:00,17:00,
10002,12/19/2022,0:00,0:00,
10003,12/19/2022,0:00,0:00,
10004,12/19/2022,0:00,0:00,
10005,12/19/2022,0:00,0:00,
10006,12/19/2022,0:00,0:00,
10007,12/19/2022,8:27,17:00,
10008,12/19/2022,8:01,17:00,
10009,12/19/2022,8:05,17:00,
10010,12/19/2022,8:00,17:00,
10011,12/19/2022,8:00,17:00,
10012,12/19/2022,8:00,17:00,
10013,12/19/2022,8:00,17:00,
10014,12/19/2022,8:00,17:00,
10015,12/19/2022,8:00,17:00,
10016,12/19/2022,8:28,17:00,
10017,12/19/2022,8:00,17:00,
10018,12/19/2022,8:00,17:00,
10019,12/19/2022,8:00,17:00,
10020,12/19/2022,8:00,17:00,
10021,12/19/2022,8:11,17:00,
10022,12/19/2022,8:00,17:00,
10023,12/19/2022,8:00,17:00,
10024,12/19/2022,8:21,17:00,
10025,12/19/2022,8:00,17:00,
10001,12/20/2022,8:00,17:00,
10002,12/20/2022,0:00,0:00,
10003,12/20/2022,0:00,0:00,
10004,12/20/2022,0:00,0:00,
10005,12/20/2022,0:00,0:00,
10006,12/20/2022,0:00,0:00,
10007,12/20/2022,8:00,17:00,
10008,12/20/2022,8:00,17:00,
10009,12/20/2022,8:00,17:00,
10010,12/20/2022,8:00,17:00,
10011,12/20/2022,8:00,17:00,
10012,12/20/2022,8:00,17:00,
10013,12/20/2022,8:00,17:00,
10014,12/20/2022,8:00,17:00,
10015,12/20/2022,8:00,17:00,
10016,12/20/2022,8:00,17:00,
10017,12/20/2022,8:00,17:00,
10018,12/20/2022,8:00,17:00,
10019,12/20/2022,8:00,17:00,
10020,12/20/2022,8:00,17:00,
10021,12/20/2022,8:00,17:00,
10022,12/20/2022,8:00,17:00,
10023,12/20/2022,8:00,17:00,
10024,12/20/2022,8:00,17:00,
10025,12/20/2022,8:00,17:00,
10001,12/21/2022,8:00,17:00,
10002,12/21/2022,0:00,0:00,
10003,12/21/2022,0:00,0:00,
10004,12/21/2022,0:00,0:00,
10005,12/21/2022,0:00,0:00,
10006,12/21/2022,0:00,0:00,
10007,12/21/2022,8:00,17:00,
10008,12/21/2022,8:00,17:00,
10009,12/21/2022,8:00,17:00,
10010,12/21/2022,8:00,17:00,
10011,12/21/2022,10:30,17:00,
10012,12/21/2022,8:00,17:00,
10013,12/21/2022,8:00,17:00,
10014,12/21/2022,8:00,17:00,
10015,12/21/2022,8:00,17:00,
10016,12/21/2022,8:00,17:00,
10017,12/21/2022,8:00,17:00,
10018,12/21/2022,8:00,17:00,
10019,12/21/2022,8:00,17:00,
10020,12/21/2022,8:00,17:00,
10021,12/21/2022,13:00,17:00,
10022,12/21/2022,8:00,17:00,
10023,12/21/2022,8:00,17:00,
10024,12/21/2022,8:00,17:00,
10025,12/21/2022,8:00,17:00,
10001,12/22/2022,8:00,17:00,
10002,12/22/2022,0:00,0:00,
10003,12/22/2022,0:00,0:00,
10004,12/22/2022,0:00,0:00,
10005,12/22/2022,0:00,0:00,
10006,12/22/2022,0:00,0:00,
10007,12/22/2022,8:00,17:00,
10008,12/22/2022,8:10,17:00,
10009,12/22/2022,8:00,17:00,
10010,12/22/2022,8:00,17:00,
10011,12/22/2022,8:00,17:00,
10012,12/22/2022,8:00,17:00,
10013,12/22/2022,8:00,17:00,
10014,12/22/2022,8:00,17:00,
10015,12/22/2022,8:00,17:00,
10016,12/22/2022,8:00,17:00,
10017,12/22/2022,8:05,17:00,
10018,12/22/2022,8:00,17:00,
10019,12/22/2022,8:00,17:00,
10020,12/22/2022,8:00,17:00,
10021,12/22/2022,8:00,17:00,
10022,12/22/2022,8:00,17:00,
10023,12/22/2022,9:00,17:00,
10024,12/22/2022,8:00,17:00,
10025,12/22/2022,8:00,17:00,
10001,12/23/2022,8:00,17:00,
10002,12/23/2022,0:00,0:00,
10003,12/23/2022,0:00,0:00,
10004,12/23/2022,0:00,0:00,
10005,12/23/2022,0:00,0:00,
10006,12/23/2022,0:00,0:00,
10007,12/23/2022,8:00,17:00,
10008,12/23/2022,8:00,17:00,
10009,12/23/2022,8:00,17:00,
10010,12/23/2022,8:00,17:00,
10011,12/23/2022,8:00,17:00,
10012,12/23/2022,8:00,17:00,
10013,12/23/2022,8:00,17:00,
10014,12/23/2022,8:00,17:00,
10015,12/23/2022,8:00,17:00,
10016,12/23/2022,8:00,17:00,
10017,12/23/2022,8:00,17:00,
10018,12/23/2022,8:00,17:00,
10019,12/23/2022,8:00,17:00,
10020,12/23/2022,8:00,17:00,
10021,12/23/2022,8:00,17:00,
10022,12/23/2022,8:00,17:00,
10023,12/23/2022,8:00,17:00,
10024,12/23/2022,8:00,17:00,
10025,12/23/2022,8:00,17:00,
10001,12/26/2022,8:00,17:00,
10002,12/26/2022,0:00,0:00,
10003,12/26/2022,0:00,0:00,
10004,12/26/2022,0:00,0:00,
10005,12/26/2022,0:00,0:00,
10006,12/26/2022,0:00,0:00,
10007,12/26/2022,8:00,17:00,
10008,12/26/2022,8:00,17:00,
10009,12/26/2022,8:00,17:00,
10010,12/26/2022,8:00,17:00,
10011,12/26/2022,8:00,17:00,
10012,12/26/2022,8:00,17:00,
10013,12/26/2022,10:00,17:00,
10014,12/26/2022,10:00,17:00,
10015,12/26/2022,10:00,17:00,
10016,12/26/2022,10:00,17:00,
10017,12/26/2022,10:00,17:00,
10018,12/26/2022,10:00,17:00,
10019,12/26/2022,10:00,17:00,
10020,12/26/2022,10:00,17:00,
10021,12/26/2022,10:00,17:00,
10022,12/26/2022,10:00,17:00,
10023,12/26/2022,10:00,17:00,
10024,12/26/2022,10:00,17:00,
10025,12/26/2022,10:00,17:00,
10001,12/27/2022,8:00,17:00,
10002,12/27/2022,0:00,0:00,
10003,12/27/2022,0:00,0:00,
10004,12/27/2022,0:00,0:00,
10005,12/27/2022,0:00,0:00,
10006,12/27/2022,0:00,0:00,
10007,12/27/2022,8:00,17:00,
10008,12/27/2022,8:00,17:00,
10009,12/27/2022,8:00,17:00,
10010,12/27/2022,8:00,17:00,
10011,12/27/2022,8:00,17:00,
10012,12/27/2022,8:00,17:00,
10013,12/27/2022,8:00,17:00,
10014,12/27/2022,8:00,17:00,
10015,12/27/2022,8:00,17:00,
10016,12/27/2022,8:00,17:00,
10017,12/27/2022,8:00,17:00,
10018,12/27/2022,8:00,17:00,
10019,12/27/2022,8:00,17:00,
10020,12/27/2022,8:00,17:00,
10021,12/27/2022,8:00,17:00,
10022,12/27/2022,8:00,17:00,
10023,12/27/2022,8:00,17:00,
10024,12/27/2022,8:00,17:00,
10025,12/27/2022,8:00,17:00,
10001,12/28/2022,8:00,17:00,
10002,12/28/2022,0:00,0:00,
10003,12/28/2022,0:00,0:00,
10004,12/28/2022,0:00,0:00,
10005,12/28/2022,0:00,0:00,
10006,12/28/2022,0:00,0:00,
10007,12/28/2022,8:27,17:00,
10008,12/28/2022,8:01,17:00,
10009,12/28/2022,8:05,17:00,
10010,12/28/2022,8:00,17:00,
10011,12/28/2022,8:00,17:00,
10012,12/28/2022,8:00,17:00,
10013,12/28/2022,8:00,17:00,
10014,12/28/2022,8:00,17:00,
10015,12/28/2022,8:00,17:00,
10016,12/28/2022,8:28,17:00,
10017,12/28/2022,8:00,17:00,
10018,12/28/2022,8:00,17:00,
10019,12/28/2022,8:00,17:00,
10020,12/28/2022,8:00,17:00,
10021,12/28/2022,8:11,17:00,
10022,12/28/2022,8:00,17:00,
10023,12/28/2022,8:00,17:00,
10024,12/28/2022,8:21,17:00,
10025,12/28/2022,8:00,17:00,
10001,12/29/2022,8:00,17:00,
10002,12/29/2022,0:00,0:00,
10003,12/29/2022,0:00,0:00,
10004,12/29/2022,0:00,0:00,
10005,12/29/2022,0:00,0:00,
10006,12/29/2022,0:00,0:00,
10007,12/29/2022,8:00,17:00,
10008,12/29/2022,8:00,17:00,
10009,12/29/2022,8:00,17:00,
10010,12/29/2022,8:00,17:00,
10011,12/29/2022,8:00,17:00,
10012,12/29/2022,8:00,17:00,
10013,12/29/2022,8:00,17:00,
10014,12/29/2022,8:00,17:00,
10015,12/29/2022,8:00,17:00,
10016,12/29/2022,8:00,17:00,
10017,12/29/2022,8:00,17:00,
10018,12/29/2022,8:00,17:00,
10019,12/29/2022,8:00,17:00,
10020,12/29/2022,8:00,17:00,
10021,12/29/2022,8:00,17:00,
10022,12/29/2022,8:00,17:00,
10023,12/29/2022,8:00,17:00,
10024,12/29/2022,8:00,17:00,
10025,12/29/2022,8:00,17:00,
10001,12/30/2022,0:00,0:00,
10002,12/30/2022,0:00,0:00,
10003,12/30/2022,0:00,0:00,
10004,12/30/2022,0:00,0:00,
10005,12/30/2022,0:00,0:00,
10006,12/30/2022,0:00,0:00,
10007,12/30/2022,0:00,0:00,
10008,12/30/2022,0:00,0:00,
10009,12/30/2022,0:00,0:00,
10010,12/30/2022,0:00,0:00,
10011,12/30/2022,0:00,0:00,
10012,12/30/2022,0:00,0:00,
10013,12/30/2022,0:00,0:00,
10014,12/30/2022,0:00,0:00,
10015,12/30/2022,0:00,0:00,
10016,12/30/2022,0:00,0:00,
10017,12/30/2022,0:00,0:00,
10018,12/30/2022,0:00,0:00,
10019,12/30/2022,0:00,0:00,
10020,12/30/2022,0:00,0:00,
10021,12/30/2022,0:00,0:00,
10022,12/30/2022,0:00,0:00,
10023,12/30/2022,0:00,0:00,
10024,12/30/2022,0:00,0:00,
10025,12/30/2022,0:00,0:00,
